area,rooms,bathroom,parkingSpaces,floor,animal,furniture,hoa,rentAmount,propertyTax,fireInsurance,total
300,3,4,0,0,1,1,0,10000,2000,151,12150
58,1,2,1,10,0,0,850,750,40,10,1650
30,1,1,1,14,0,0,1379,1660,18,22,3079
54,2,1,0,2,0,0,571,1700,135,22,2428
80,2,2,1,2,0,0,1050,3500,167,46,4763
62,2,2,1,10,1,0,480,1600,9,24,2113
66,2,2,0,3,1,0,550,1200,50,18,1818
80,2,2,1,2,1,0,400,1500,36,20,1956
560,4,4,7,2,1,0,8600,15000,5000,191,28790
30,1,1,1,5,1,1,500,3900,84,50,4534
50,1,1,0,0,1,0,0,1600,0,25,1625
81,2,2,1,8,1,1,615,3500,225,46,4386
218,4,4,4,3,0,0,2488,4930,1454,63,8935
54,2,1,2,6,1,0,300,1200,46,16,1562
60,2,1,0,0,0,0,0,1200,0,19,1219
100,3,1,1,2,1,0,150,1200,0,16,1366
156,2,3,2,8,1,1,2040,13590,292,173,16090
300,3,4,3,1,1,1,3000,4000,0,51,7051
39,1,1,1,3,0,1,680,2500,115,32,3327
150,4,3,4,0,1,0,0,3000,500,46,3546
140,2,3,4,10,1,1,2300,6170,417,79,8966
240,4,4,3,1,1,0,2800,4200,792,54,7846
70,2,1,0,0,1,0,0,1300,70,20,1390
462,4,7,4,0,1,0,0,5000,590,76,5666
67,3,1,1,1,0,0,351,890,40,12,1293
100,2,1,0,0,1,0,0,1200,63,20,1283
113,3,3,1,1,1,0,350,1100,88,15,1553
99,3,2,1,3,1,0,390,2500,90,32,3012
120,2,1,1,0,1,0,0,2100,175,32,2307
110,3,2,3,0,1,0,0,2600,400,40,3040
38,1,1,1,5,1,0,342,980,51,15,1388
100,3,1,1,7,1,0,999,1090,94,14,2197
135,4,2,2,7,1,0,1378,4200,468,55,6101
130,3,2,1,10,1,1,1338,3250,450,42,5080
80,3,2,1,1,1,0,305,1200,122,16,1643
300,3,2,5,0,1,0,0,11500,2000,173,13670
72,2,1,2,4,0,0,195,1300,97,18,1610
70,3,2,2,3,1,0,1058,1659,44,22,2783
395,4,4,3,16,1,1,2137,15000,834,191,18160
540,6,8,3,0,1,0,0,15000,467,267,15730
318,4,6,4,13,1,1,3450,10160,0,129,13740
42,2,1,1,5,1,0,170,900,27,12,1109
52,1,1,1,1,1,0,613,1400,22,19,2054
167,3,2,1,7,1,0,1787,10850,532,138,13310
50,1,1,0,6,0,0,467,1209,129,8,1813
65,2,2,1,4,0,0,412,1000,45,13,1470
140,4,4,3,5,1,0,1800,3600,583,46,6029
92,3,1,1,3,1,0,340,1600,4,21,1965
150,4,3,3,5,0,0,1200,3300,293,44,4837
60,1,1,0,3,1,0,250,1300,75,17,1642
308,4,5,6,18,1,1,2000,13500,173,180,15850
159,2,3,1,8,0,1,1276,3230,49,41,4596
240,3,5,4,0,1,0,0,7500,459,113,8072
65,3,2,0,5,0,0,450,1690,86,25,2251
200,3,2,2,0,1,0,0,5000,167,76,5243
130,3,5,2,2,1,0,1170,3610,209,46,5035
21,1,1,0,11,1,0,519,1200,0,16,1735
68,2,1,1,5,1,0,525,1600,142,21,2288
40,1,1,0,4,1,0,450,900,38,14,1402
310,4,3,6,0,1,0,0,3100,187,51,3338
103,2,1,1,4,0,0,635,1060,84,14,1793
650,5,7,4,0,1,1,4100,15000,4241,229,23570
30,1,1,0,5,0,1,380,500,10,7,897
155,4,5,3,5,0,0,1200,5000,593,67,6860
107,2,2,1,0,1,0,400,2600,0,33,3033
340,4,5,5,16,1,1,5200,12000,3400,153,20750
70,3,1,0,3,0,0,275,1200,104,16,1595
58,2,2,1,4,1,0,310,950,86,13,1359
70,3,2,1,6,0,1,569,3300,159,42,4070
240,3,3,0,0,1,0,300,4300,292,65,4957
130,3,2,1,5,1,0,1300,2800,300,37,4437
310,5,6,5,5,1,0,6900,10000,1834,127,18860
60,1,1,1,10,1,0,731,1300,54,17,2102
319,4,6,5,16,0,0,5000,10050,2900,128,18080
81,2,1,0,2,1,0,350,1150,5,17,1522
306,3,5,0,0,1,0,0,8000,0,132,8132
113,2,2,1,6,1,0,1000,3000,50,39,4089
280,3,4,2,3,0,0,4000,6000,1059,77,11140
270,3,3,3,16,1,0,2800,13000,959,165,16920
78,2,1,1,7,1,0,645,2000,35,26,2706
60,1,2,1,0,1,0,0,1500,30,23,1553
30,1,1,0,0,1,0,0,750,59,12,821
58,2,1,1,10,1,0,594,800,77,11,1482
65,1,1,0,2,1,0,350,1800,30,24,2204
58,1,1,1,1,0,0,580,1740,75,23,2418
22,1,1,0,25,1,0,385,2100,40,27,2552
32,1,1,1,13,0,1,811,3200,174,41,4226
176,3,5,3,3,1,0,1350,5200,442,66,7058
350,7,5,4,0,1,0,0,7500,357,123,7980
260,4,4,2,5,1,1,2570,4400,584,56,7610
100,2,1,0,0,1,0,0,2300,198,35,2533
65,1,1,0,10,0,1,750,3500,142,46,4438
600,7,6,1,12,0,1,1300,15000,1167,194,17660
300,4,3,1,0,1,0,0,5000,367,77,5444
430,4,3,4,0,1,0,0,8500,1427,128,10060
260,5,5,4,20,0,0,4000,8000,2620,102,14720
211,3,4,3,0,0,0,0,8400,292,138,8830
103,3,2,1,9,0,0,885,1800,113,23,2821
62,2,2,0,2,1,0,400,1556,100,23,2079
80,2,2,1,1,1,1,1100,3499,205,46,4850
60,1,1,1,0,0,0,0,1180,0,18,1198
27,1,1,0,5,0,0,1404,3500,1,45,4950
486,4,6,5,8,0,0,4614,4861,3772,62,13310
40,1,1,1,12,1,1,480,1680,102,22,2284
60,2,1,0,7,1,1,806,2800,97,37,3740
64,2,2,0,10,1,0,665,2200,104,29,2998
660,5,7,4,17,1,0,5381,10000,1100,127,16610
62,3,2,1,5,1,0,487,2400,54,31,2972
50,2,1,1,3,1,0,180,946,0,14,1140
380,3,4,4,0,1,0,0,8000,952,121,9073
134,3,3,2,7,0,0,1000,2500,177,32,3709
74,2,2,0,4,1,1,1105,3600,210,46,4961
68,2,2,1,5,1,1,1183,2500,207,34,3924
33,1,1,0,2,1,0,470,1600,72,21,2163
60,2,1,0,0,1,0,0,1100,0,17,1117
50,1,1,1,25,0,1,707,3700,30,47,4484
57,2,2,2,6,1,0,834,1630,189,21,2674
39,1,1,1,4,1,0,529,995,49,13,1586
45,1,1,1,1,0,0,30,760,0,12,802
221,3,2,2,7,1,0,1980,4500,200,58,6738
140,3,2,0,8,1,1,2500,1799,375,23,4697
650,5,4,2,9,1,0,5718,9000,1431,116,16270
210,5,4,1,0,1,0,0,15000,1667,226,16890
100,4,2,3,10,1,0,1027,2600,238,35,3900
220,3,3,2,4,1,1,2500,9000,367,116,11980
42,1,1,0,1,1,0,400,1150,27,15,1592
98,3,2,0,7,1,0,891,3000,185,39,4115
150,3,1,2,2,1,0,3290,5200,710,68,9268
170,3,3,4,0,1,0,0,3500,222,53,3775
60,2,1,0,0,1,0,1,1610,0,25,1636
120,3,4,2,0,1,0,187,3450,149,52,3838
142,2,3,2,18,1,0,1400,3550,492,45,5487
90,2,2,1,18,0,0,500,2500,84,37,3121
140,3,3,2,3,1,0,2400,6000,500,77,8977
26,1,1,0,3,1,0,325,1200,26,16,1567
20,1,1,0,0,0,0,0,790,0,11,801
24,1,1,1,0,0,0,0,550,0,9,559
140,3,2,0,5,1,0,350,2900,194,38,3482
134,4,2,3,1,0,0,650,3000,313,40,4003
400,5,4,2,12,1,0,2675,2000,832,26,5533
18,1,1,0,3,1,0,628,650,49,9,1336
62,1,1,1,8,1,0,1550,2800,182,37,4569
192,3,3,3,16,1,1,1790,6500,630,83,9003
80,3,2,1,6,1,0,850,1790,128,23,2791
38,1,1,1,9,1,0,350,2900,42,43,3335
112,2,3,2,10,1,0,442,1400,92,19,1953
15,1,1,0,1,0,0,500,1100,0,15,1615
29,1,1,0,5,1,0,257,1043,0,14,1314
55,2,1,1,1,1,0,200,1050,0,14,1264
88,3,1,2,5,1,0,1900,2500,84,32,4516
100,4,1,0,0,1,0,0,1600,100,25,1725
92,3,2,1,1,1,0,268,1800,141,24,2233
154,4,2,2,2,1,0,1850,4250,313,55,6468
240,4,3,3,6,1,0,2850,12000,700,153,15700
28,1,1,0,1,1,1,0,1340,4,20,1364
50,1,1,0,0,0,0,0,1250,34,19,1303
180,3,3,2,4,1,0,2100,8000,413,102,10620
35,1,1,0,3,0,0,150,850,0,11,1011
64,2,1,1,2,1,0,0,3500,0,46,3546
60,2,1,1,8,1,0,550,1310,5,17,1882
239,4,4,3,0,1,1,0,5950,500,90,6540
130,3,2,1,10,0,1,1100,2300,109,30,3539
85,2,2,0,6,0,0,810,918,98,12,1838
75,2,2,1,9,1,1,650,2000,310,26,2986
90,2,2,1,0,1,0,0,1800,0,28,1828
100,3,1,1,2,1,0,300,1500,85,20,1905
70,2,2,1,1,0,0,670,1450,0,19,2139
86,3,1,0,3,1,0,800,1258,80,17,2155
29,1,1,0,2,1,0,484,1500,26,20,2030
82,2,2,1,5,1,0,450,1700,67,25,2242
55,2,1,1,5,1,0,640,1625,0,21,2286
47,1,1,1,1,0,1,400,2200,0,33,2633
33,1,1,0,15,0,0,550,4000,0,51,4601
50,1,1,1,11,0,0,650,1800,130,23,2603
159,4,2,0,3,1,0,2064,1900,634,25,4623
62,3,2,1,4,0,0,230,1100,63,15,1408
80,2,1,2,0,1,0,0,1569,0,24,1593
170,3,4,3,21,1,0,1500,5000,450,64,7014
68,2,2,1,1,1,0,400,1800,82,27,2309
300,4,4,3,0,1,1,0,5080,284,77,5441
50,2,1,1,2,1,0,100,1460,0,22,1582
80,2,2,1,10,1,0,824,2000,279,26,3129
40,2,1,1,3,1,0,300,820,32,12,1164
270,3,4,2,6,1,0,2890,6500,100,83,9573
75,3,1,1,1,1,0,360,1100,47,17,1524
60,1,2,2,15,1,0,500,2800,17,41,3358
300,4,5,4,1,1,0,3600,7500,1334,96,12530
73,2,1,2,1,1,0,150,1200,62,16,1428
85,2,1,1,1,1,0,230,1000,61,14,1305
100,3,3,1,0,1,0,0,2400,0,37,2437
49,1,1,0,7,1,0,310,680,21,10,1021
35,1,1,0,5,1,1,420,1800,0,23,2243
240,3,4,1,6,0,0,1700,14850,400,189,17140
45,1,1,0,0,1,0,0,900,0,14,914
55,2,1,1,9,1,1,565,2800,0,36,3401
305,4,3,4,6,1,1,3428,11000,2134,140,16700
622,5,5,6,0,1,0,0,10000,924,164,11090
55,2,1,1,2,0,0,250,1200,67,16,1533
42,1,1,0,12,1,1,600,2300,167,30,3097
132,3,3,2,2,1,0,0,1500,207,20,1727
53,2,1,0,6,1,0,626,850,76,12,1564
998,7,10,4,0,1,1,0,15000,5000,226,20230
22,1,1,0,4,0,1,350,2410,0,31,2791
35,1,1,0,12,1,0,350,850,60,11,1271
189,4,2,2,4,1,0,1970,8000,559,102,10630
375,4,5,3,0,1,1,0,9000,850,136,9986
65,2,1,1,3,1,0,315,1400,47,18,1780
462,4,6,4,0,1,1,0,8000,1081,121,9202
150,2,1,0,1,1,0,180,2285,100,29,2594
350,2,2,2,0,1,0,0,4300,150,65,4515
260,4,5,4,15,1,1,3471,7500,0,96,11070
61,1,1,0,0,1,0,80,1100,160,17,1357
175,4,3,2,0,1,0,0,2890,0,44,2934
70,2,1,0,0,1,1,270,1800,23,27,2120
60,2,1,1,10,1,1,520,1500,80,20,2120
296,6,4,8,0,1,0,0,5200,375,79,5654
96,2,2,1,10,0,1,995,2900,109,38,4042
150,4,2,3,2,1,0,3030,7377,800,94,11300
375,4,4,3,0,1,0,0,6400,75,97,6572
70,3,1,1,1,1,0,600,1500,17,20,2137
127,4,3,2,4,1,0,1040,4930,472,63,6505
67,2,2,2,3,0,0,850,2800,0,38,3688
50,1,2,1,1,0,1,750,3300,214,42,4306
56,2,1,0,4,1,0,502,1500,0,20,2022
55,2,1,1,19,1,1,608,2100,84,27,2819
34,1,1,0,0,0,0,0,900,46,14,960
68,2,1,0,4,0,0,498,930,48,12,1488
80,2,1,0,4,0,0,400,1777,0,23,2200
120,3,1,1,3,0,0,650,1800,80,23,2553
50,1,1,1,10,0,0,718,1600,13,21,2352
78,2,2,1,1,1,0,432,1200,127,16,1775
90,2,2,1,9,1,0,880,3800,80,49,4809
320,5,4,6,0,0,0,0,8000,584,132,8716
560,5,6,4,14,1,0,2190,2633,1133,34,5990
25,1,1,0,8,1,0,600,1850,25,24,2499
37,1,1,0,3,1,0,270,650,23,10,953
95,3,1,0,16,1,0,1048,3600,283,47,4978
130,3,3,2,7,1,0,1400,1650,414,21,3485
270,5,4,6,0,1,0,0,3910,125,53,4088
40,1,1,0,0,0,0,0,650,59,11,720
65,2,2,3,7,1,0,366,1450,110,20,1946
45,1,1,0,22,0,0,350,1015,33,13,1411
20,1,1,0,1,0,1,0,2060,0,27,2087
720,4,5,5,17,1,0,6471,6500,3520,83,16570
80,3,2,2,1,1,1,280,2500,126,34,2940
90,2,1,0,1,1,0,0,1000,39,14,1053
60,1,2,0,0,1,0,0,1062,1,16,1079
45,1,1,1,4,0,1,1550,3400,198,46,5194
100,1,2,0,0,0,0,4320,3100,0,40,7460
553,4,6,3,3,0,0,2800,10870,1459,145,15270
250,4,3,2,0,1,0,0,3900,475,59,4434
92,3,2,3,17,1,0,643,3700,299,47,4689
98,1,2,0,27,1,1,3177,15000,130,191,18500
114,3,2,1,4,1,0,967,1400,176,18,2561
27,1,1,1,6,0,1,650,1900,59,25,2634
225,1,2,0,0,1,0,0,3500,218,63,3781
30,1,1,0,3,1,0,380,1700,0,22,2102
135,3,3,4,5,1,0,200,4000,0,59,4259
150,4,3,4,0,0,0,750,4000,334,61,5145
190,4,2,0,10,1,0,1000,5580,417,75,7072
47,1,1,1,1,0,1,400,2200,0,33,2633
120,3,1,1,0,1,0,0,1150,67,18,1235
90,3,2,1,4,1,0,900,2066,92,27,3085
350,4,5,2,0,0,1,0,7500,0,113,7613
160,3,4,2,0,1,0,0,4300,209,65,4574
150,3,2,0,5,1,0,1800,2500,200,33,4533
35,1,1,0,3,1,0,790,2000,86,26,2902
25,1,1,0,0,0,0,0,550,0,9,559
240,4,4,4,26,1,0,3250,13000,1121,165,17540
150,4,2,2,13,0,0,1700,4400,37,56,6193
20,1,1,0,0,1,0,0,700,0,10,710
85,3,2,1,4,1,0,690,1341,110,6,2147
50,2,1,1,6,1,1,400,1900,0,15,2315
197,3,3,2,8,1,0,4200,6000,1375,77,11650
70,3,2,1,7,1,0,800,2800,67,36,3703
220,3,2,2,8,1,0,1850,3500,265,46,5661
270,4,3,2,3,1,0,1200,4800,241,64,6305
100,3,2,2,2,1,0,650,2499,92,37,3278
195,4,6,3,12,1,0,1400,8000,750,102,10250
160,3,3,2,0,1,0,0,4200,342,64,4606
470,4,6,3,0,1,0,0,7200,1134,109,8443
60,3,2,1,5,1,0,366,1200,0,16,1582
300,4,4,3,0,1,0,0,12900,584,194,13680
330,5,6,2,11,1,0,800,8950,250,114,10110
109,1,2,2,3,1,1,496,4300,87,63,4946
240,4,5,4,15,1,1,3700,12000,1000,153,16850
150,3,2,5,0,1,0,0,2300,260,35,2595
200,3,2,1,2,1,0,1750,4500,375,58,6683
140,4,3,1,2,1,0,475,2300,167,31,2973
106,2,2,2,1,0,1,1170,10600,334,135,12240
92,2,2,1,2,1,1,645,2100,2610,31,5386
35,1,1,1,7,1,0,380,2200,100,28,2708
70,3,2,1,3,1,0,1200,2900,25,37,4162
74,2,1,2,9,1,1,1100,6600,424,84,8208
69,2,2,2,5,1,0,853,1900,210,25,2988
50,1,1,0,0,0,0,0,830,0,13,843
450,5,3,6,0,1,0,0,4760,94,85,4939
68,2,1,0,5,1,0,593,1000,400,13,2006
71,1,1,1,11,1,0,1650,3000,238,39,4927
69,2,1,1,9,1,1,500,1370,56,18,1944
32,1,1,1,9,1,0,197,1500,126,20,1843
57,2,1,1,8,1,1,350,1800,50,23,2223
28,1,1,0,1,1,1,500,2200,72,28,2800
39,1,1,0,8,1,1,300,2000,0,26,2326
140,3,3,0,2,1,0,750,1700,125,25,2600
160,3,3,2,0,1,0,0,4500,209,68,4777
235,3,3,1,3,1,0,2585,5150,575,66,8376
171,3,2,1,13,1,0,1200,2200,300,28,3728
139,3,2,2,1,1,0,2047,6000,540,78,8665
160,4,3,2,5,1,0,763,2300,230,31,3324
60,2,1,1,0,1,0,485,800,60,11,1356
134,3,3,3,8,1,0,1680,2125,375,27,4207
70,2,1,1,11,1,0,897,1300,125,18,2340
57,2,1,0,1,1,0,100,1530,0,20,1650
240,3,3,4,6,1,1,2600,5500,1834,70,10000
50,1,1,0,0,0,0,0,800,34,13,847
120,3,2,1,8,1,0,1470,3550,190,46,5256
200,3,3,4,2,1,0,2900,1200,260,18,4378
572,6,6,4,0,1,1,0,7800,2359,118,10280
145,2,2,1,1,1,1,1463,4000,0,51,5514
70,2,1,2,1,0,0,80,1200,97,16,1393
85,2,2,1,2,1,1,3700,8000,659,104,12460
140,3,2,0,2,0,0,0,3000,202,40,3242
260,4,5,5,6,1,0,3000,12500,1667,159,17330
211,4,4,4,2,1,0,1800,3390,775,43,6008
58,2,1,1,2,1,0,280,650,0,9,939
110,1,1,2,3,1,0,1936,4500,341,58,6835
72,2,2,0,10,1,0,820,1500,70,20,2410
700,4,7,8,0,1,0,0,45000,8750,677,54430
68,1,2,1,5,1,0,1040,6000,229,77,7346
100,3,3,2,8,1,0,1167,2700,95,35,3997
240,3,2,0,7,1,1,1717,6500,444,83,8744
104,3,1,0,6,1,0,784,3500,195,46,4525
70,1,1,1,2,1,1,290,1600,70,21,1981
67,1,1,1,14,1,1,920,2600,72,33,3625
160,4,2,5,0,1,1,0,3780,167,62,4009
64,3,1,0,3,0,0,215,1400,27,19,1661
140,3,3,5,8,0,1,2000,8000,710,102,10810
38,1,1,0,3,0,0,376,750,15,10,1151
34,1,1,0,12,1,0,372,2700,57,35,3164
54,2,1,0,7,1,0,535,2001,0,26,2562
54,1,1,1,1,0,1,1050,7200,250,92,8592
200,3,2,4,0,1,0,0,3500,500,53,4053
107,3,2,2,1,1,0,1122,2600,350,33,4105
70,2,2,0,11,1,0,879,1550,77,20,2526
20,1,1,0,5,1,1,602,1800,130,23,2555
86,2,1,1,5,1,0,1002,2340,0,8,3350
30,1,1,1,0,1,0,0,1480,25,20,1525
108,3,2,1,3,1,1,826,2000,89,30,2945
250,4,3,4,0,1,0,0,2700,154,41,2895
80,2,1,0,4,1,0,740,2200,92,28,3060
73,2,1,1,8,1,0,1022,1100,0,15,2137
45,1,1,1,3,1,0,250,1205,72,18,1545
45,2,2,0,0,0,0,0,1650,84,25,1759
255,4,4,0,15,1,1,4000,2500,1484,32,8016
217,4,3,4,12,1,0,2644,6000,1177,80,9901
70,1,1,0,2,1,0,472,1870,0,24,2366
25,1,1,0,1,0,0,0,885,0,12,897
110,3,3,0,1,1,0,400,3250,75,48,3773
80,2,2,1,12,1,0,1200,10000,109,127,11440
260,3,5,0,0,1,0,0,9000,634,136,9770
50,2,2,1,10,1,0,624,2700,82,35,3441
60,2,1,1,1,0,0,430,815,20,6,1271
400,3,6,6,0,1,1,0,6500,375,98,6973
113,2,1,1,4,1,0,1000,3000,50,39,4089
400,4,4,6,8,1,0,3900,8000,1750,102,13750
64,2,2,2,6,1,0,450,2250,50,33,2783
82,2,1,2,10,1,1,2020,3100,333,40,5493
65,2,1,3,9,1,0,800,2000,217,26,3043
128,4,3,2,3,1,0,1160,4900,409,88,6557
38,1,1,0,1,0,0,60,950,0,13,1023
175,3,2,0,0,0,0,0,2000,0,31,2031
107,3,3,2,3,1,0,1600,4500,417,58,6575
257,4,3,2,3,1,1,3250,3800,709,49,7808
35,1,1,1,2,0,1,550,3250,30,42,3872
463,4,7,6,0,1,0,0,12000,1264,181,13450
40,2,1,0,7,1,0,335,920,55,12,1322
297,4,2,3,6,1,0,2000,1870,209,15,4094
137,3,3,1,9,1,1,1247,5500,303,70,7120
35,1,1,0,10,0,0,498,1200,80,16,1794
128,3,3,1,8,1,1,950,3500,242,46,4738
59,2,1,1,2,1,0,190,1250,70,17,1527
400,4,4,2,0,1,0,634,11480,1357,175,13640
100,3,2,1,5,0,0,980,4500,125,58,5663
50,1,1,0,10,1,1,680,2200,85,29,2994
80,2,2,1,5,1,1,740,1900,120,28,2788
68,2,2,2,4,1,0,230,1650,154,22,2056
32,1,1,1,22,1,1,2000,2000,416,26,4442
161,3,3,3,14,1,0,1300,4500,640,58,6498
85,2,2,0,0,1,0,0,1700,0,26,1726
100,2,2,0,0,1,0,0,2500,274,38,2812
136,3,4,3,7,1,0,1400,5000,117,64,6581
362,4,5,2,0,1,0,0,7000,834,106,7940
276,3,3,4,15,1,1,3600,6500,1650,83,11830
22,1,1,0,2,0,0,50,1322,59,16,1447
60,2,1,0,1,1,0,114,980,42,15,1151
500,4,7,8,0,1,0,0,9250,1167,140,10560
65,1,1,1,3,1,0,426,980,38,15,1459
56,2,1,1,11,1,0,350,2600,0,33,2983
35,1,1,1,4,0,1,300,2840,10,36,3186
98,3,2,2,4,0,0,700,2550,100,38,3388
45,1,1,0,1,0,0,0,950,30,15,995
48,2,1,1,2,1,0,300,800,35,12,1147
48,1,1,1,4,1,1,490,1500,42,20,2052
114,2,3,1,1,1,1,902,7010,167,89,8168
197,4,2,3,3,1,0,850,4250,400,57,5557
200,4,1,2,4,1,0,345,2500,209,34,3088
110,3,2,0,0,1,0,0,2500,0,41,2541
300,2,4,2,0,1,0,0,6000,419,91,6510
120,3,1,1,6,0,0,1140,1900,140,26,3206
40,1,1,0,3,1,1,370,1084,46,16,1516
92,2,1,1,7,0,1,690,3950,0,51,4691
140,3,2,2,3,1,0,1640,5500,583,70,7793
244,4,3,4,2,1,0,3460,7000,1000,89,11550
59,2,1,0,3,1,0,326,1000,42,15,1383
35,1,1,0,3,1,0,0,791,30,11,832
120,3,2,3,16,1,0,1400,2000,292,26,3718
248,4,5,4,1,0,0,2500,9100,250,116,11970
63,2,2,1,17,1,0,783,1690,27,22,2522
45,1,1,1,8,1,0,694,1800,172,23,2689
129,2,3,2,16,1,1,1100,2376,334,38,3848
300,3,3,8,0,1,0,0,4675,400,71,5146
29,1,1,1,4,0,1,650,2200,118,28,2996
100,3,2,1,2,1,0,745,1300,119,18,2182
153,4,3,3,3,1,0,2500,5500,700,70,8770
87,2,1,1,4,1,0,780,1200,52,16,2048
75,1,1,2,8,1,1,976,7000,323,89,8388
300,4,4,2,3,1,0,4100,12750,1334,165,18350
48,1,1,0,4,1,0,340,700,300,11,1351
56,2,2,1,4,1,0,500,2000,0,26,2526
71,2,1,1,7,1,0,670,977,114,13,1774
84,4,1,3,5,0,0,1914,6000,804,77,8795
208,3,4,3,0,0,0,0,3490,476,53,4019
100,1,2,1,13,0,0,1520,6000,348,77,7945
84,3,2,2,7,1,1,540,2200,71,28,2839
145,4,3,2,1,1,0,1644,4800,500,61,7005
300,4,3,2,0,1,1,0,15000,1040,226,16270
65,2,2,1,12,0,1,980,6000,250,77,7307
27,1,1,0,0,0,0,0,836,0,13,849
102,3,2,1,2,1,0,1900,1350,140,18,3408
60,2,1,1,1,0,1,385,2848,64,37,3334
60,1,1,0,1,1,0,230,1286,70,19,1605
50,1,1,0,10,1,0,520,1620,0,21,2161
97,3,1,1,10,1,0,762,2300,25,30,3117
52,1,2,1,19,1,0,1100,5000,210,64,6374
373,4,4,3,12,1,0,4500,12750,1417,162,18830
157,4,3,2,0,1,0,0,6608,492,100,7200
68,3,1,1,2,1,0,555,1100,50,14,1719
172,4,4,3,15,1,1,1650,8800,890,112,11450
64,2,2,2,25,0,0,865,3500,0,45,4410
41,1,1,0,9,1,0,800,1700,85,22,2607
106,2,2,1,2,1,0,900,2850,296,37,4083
150,4,2,3,1,1,1,900,3300,340,44,4584
135,4,2,2,4,1,0,450,3500,117,47,4114
350,4,6,6,0,1,1,0,9600,1367,145,11110
360,3,1,3,0,1,0,0,1500,142,25,1667
700,4,7,8,0,1,1,0,15000,2250,226,17480
100,2,2,1,6,1,1,2400,8900,380,115,11800
50,1,1,2,4,1,0,300,1200,0,16,1516
55,3,1,1,3,1,0,458,1300,0,17,1775
215,4,4,2,10,0,0,1950,6000,834,77,8861
287,3,2,5,0,1,0,0,15000,0,226,15230
58,2,1,1,3,1,1,383,1500,43,20,1946
90,3,2,2,10,1,0,850,1600,300,21,2771
200,3,3,3,0,1,0,0,3315,241,50,3606
65,3,2,1,8,1,0,650,2200,5,28,2883
820,4,6,6,0,1,0,2500,10000,2500,151,15150
102,2,1,0,3,1,0,538,2000,109,26,2673
108,3,2,2,3,1,0,2000,4500,442,58,7000
86,3,2,2,6,1,1,800,3100,203,40,4143
210,6,3,0,0,1,0,0,4200,0,64,4264
140,4,2,2,4,1,0,995,4200,462,56,5713
220,4,4,3,2,1,0,2500,4500,1042,58,8100
66,2,1,1,0,1,0,265,1100,34,14,1413
389,4,5,6,4,1,0,4000,8500,1834,108,14440
80,3,3,1,11,0,0,934,1700,25,22,2681
78,2,2,1,1,1,0,792,2200,148,28,3168
178,4,2,5,0,1,0,0,6000,459,91,6550
47,2,1,1,4,1,0,565,1140,64,15,1784
160,4,1,1,0,1,0,0,2150,0,36,2186
25,1,1,0,1,1,0,50,700,0,10,760
80,2,2,2,0,1,0,50,1700,177,26,1953
144,3,3,2,0,1,1,0,5000,109,76,5185
400,5,7,4,5,1,0,3200,7900,888,101,12090
100,3,2,1,0,1,0,0,14500,423,238,15160
48,2,1,0,2,1,0,90,1150,90,15,1345
64,3,2,2,16,1,0,500,1530,34,20,2084
50,2,1,0,0,1,0,100,700,100,11,911
50,1,1,1,11,1,1,1140,5156,117,66,6479
60,2,2,1,5,1,0,700,1465,100,19,2284
180,3,2,1,2,1,0,2000,4800,377,62,7239
339,3,3,4,0,1,0,0,3880,353,59,4292
54,1,1,1,5,1,1,751,2350,127,30,3258
420,4,6,4,10,1,0,5700,12000,3167,153,21020
350,4,5,4,0,1,0,680,8000,417,121,9218
72,2,2,2,6,0,0,800,3060,250,39,4149
50,1,1,0,0,0,0,0,800,59,13,872
450,4,4,4,0,1,0,0,11000,1417,166,12580
60,2,1,0,6,0,1,800,2900,92,38,3830
160,2,3,3,0,1,0,0,7500,417,113,8030
450,4,4,5,10,0,0,2200,13500,1130,180,17010
265,3,4,3,0,1,1,0,3490,450,53,3993
103,3,1,3,2,1,0,1054,3400,94,44,4592
60,2,2,1,8,1,0,640,1650,0,21,2311
136,3,3,3,15,1,1,1450,7900,490,101,9941
45,2,1,1,5,0,0,227,750,28,10,1015
206,3,3,4,25,1,0,1800,12500,758,159,15220
229,4,2,3,2,1,1,1100,5500,409,70,7079
70,1,2,1,2,0,0,450,1000,35,13,1498
130,3,2,0,18,1,1,1386,4500,574,58,6518
87,2,1,0,10,1,0,415,1100,82,14,1611
200,4,5,3,7,0,0,2750,6000,250,77,9077
50,1,1,1,2,1,0,170,1320,0,18,1508
120,3,2,1,0,1,0,0,3000,495,46,3541
40,1,1,0,1,0,0,600,1300,111,17,2028
54,2,1,1,0,1,0,600,1800,129,23,2552
48,2,1,0,2,1,0,100,1350,0,18,1468
149,3,4,3,7,1,1,1300,6000,550,77,7927
45,2,1,1,14,1,0,270,1500,82,20,1872
76,2,2,2,4,0,0,850,2650,130,34,3664
60,2,1,0,3,1,0,487,1850,0,24,2361
118,3,3,2,5,0,0,1800,9000,352,115,11270
200,2,3,1,2,0,1,2300,13000,625,165,16090
200,2,2,1,0,1,0,0,5000,0,76,5076
138,3,4,2,18,1,1,1500,10000,527,127,12150
53,2,1,1,8,1,1,950,1200,0,16,2166
61,1,1,1,13,1,1,1237,3800,104,56,5197
135,3,3,2,7,0,1,1855,2800,641,36,5332
50,1,1,0,0,0,0,0,750,25,12,787
34,1,1,1,9,0,0,1200,1300,100,17,2617
