average_rating,num_pages,ratings_count,text_reviews_count,publication_date
4.04,118,2685,182,1244494800.0
4.09,73,467,32,988837200.0
4.40,272,6946,182,1254171600.0
4.12,323,15827,616,1061845200.0
3.86,327,1299,128,1070229600.0
3.83,229,78434,3464,1033592400.0
3.25,448,202,26,1148331600.0
4.05,288,63155,2286,986763600.0
3.74,389,18417,542,1010181600.0
4.03,415,335,38,957214800.0
4.25,556,59,4,502581600.0
3.98,376,3,0,865112400.0
3.74,459,22,2,909957600.0
3.96,288,40599,1127,905202000.0
3.79,318,7213,139,916092000.0
4.22,282,64096,2316,926370000.0
3.88,324,55850,1990,916092000.0
3.72,219,23527,822,902350800.0
3.87,288,31084,1062,926370000.0
3.72,80,866,52,975621600.0
3.77,300,5135,192,926370000.0
3.78,62,420,40,315525600.0
4.36,527,914,8,801608400.0
4.41,912,5161,184,1112648400.0
3.72,211,3405,338,1161032400.0
4.21,348,847,60,639435600.0
4.09,267,676,119,917820000.0
4.08,56,806,98,1156885200.0
4.10,176,909,135,744152400.0
4.13,40,198,12,1095109200.0
4.07,162,308,28,1340226000.0
4.24,384,372,45,1140472800.0
3.73,234,1370,122,1122325200.0
4.33,1369,607,48,1034629200.0
4.03,120,6389,541,1125954000.0
4.14,232,30358,1629,341010000.0
3.88,277,11970,688,972507600.0
4.38,480,274,22,-278294400.0
4.05,254,1444,180,738882000.0
3.46,405,577,26,1154552400.0
3.55,329,455,31,1157576400.0
3.60,313,1316,80,1152133200.0
3.51,362,425,28,1167602400.0
3.69,309,164,9,1178744400.0
3.79,512,971,71,1053118800.0
3.29,384,282,17,573170400.0
3.59,96,90,8,1038693600.0
3.84,272,797,116,1031086800.0
3.91,348,324487,13070,1065301200.0
3.91,451,663,46,694216800.0
4.24,188,1953,84,1049922000.0
4.10,320,248686,8251,1256594400.0
3.64,320,5407,368,756943200.0
4.49,1296,1795,60,1032123600.0
4.07,432,317,31,540338400.0
3.75,375,127324,4496,1161032400.0
3.83,801,8035,640,1163455200.0
4.20,328,62,0,1112302800.0
4.18,512,5247,491,1145912400.0
4.26,666,1832,214,1081112400.0
3.67,464,352,37,1004565600.0
3.67,416,25059,702,1042581600.0
4.02,314,267,32,1094072400.0
4.09,304,1570,64,1009922400.0
4.06,284,4315,532,925765200.0
4.06,397,308840,14993,1167084000.0
3.50,16,8,0,980200800.0
3.88,528,16714,1010,1104962400.0
3.99,128,95,11,1164924000.0
4.27,393,958,57,347061600.0
3.94,300,4084,205,496270800.0
4.03,272,4701,181,228344400.0
3.68,349,3459,423,1162850400.0
3.68,368,53,12,1227045600.0
4.16,368,31394,4262,1018299600.0
3.77,48,432,90,1155762000.0
4.14,368,28103,643,1242680400.0
3.51,304,34,3,1142287200.0
4.35,120,174,16,1060635600.0
3.84,0,28,3,1160859600.0
3.84,333,22847,1280,1156798800.0
3.77,288,34941,2473,1098738000.0
3.63,174,258,46,1173045600.0
3.85,384,1718,88,1158440400.0
3.38,420,55304,4450,1132610400.0
3.98,457,47,1,1128027600.0
4.00,69,749,54,706914000.0
3.79,576,9445,476,953157600.0
3.93,434,10414,445,836427600.0
3.71,679,1,0,1062190800.0
3.54,191,1718,103,844117200.0
3.41,320,2560,150,1064869200.0
3.89,157,2107,238,904770000.0
4.09,192,321,30,1169503200.0
3.72,209,4263,227,1046901600.0
4.15,225,562,33,820447200.0
3.58,192,597,40,959634000.0
3.68,283,35311,974,899154000.0
3.46,546,18181,669,953589600.0
3.58,208,55900,2543,1276030800.0
4.24,48,9982,849,1160427600.0
4.07,343,3266,332,1015279200.0
3.90,135,29,3,970347600.0
3.44,142,5274,428,1159390800.0
3.49,192,102,17,1003957200.0
4.01,272,4533,188,749163600.0
4.31,151,406,30,1156453200.0
3.93,320,542,65,1099260000.0
3.46,304,727,23,79995600.0
3.72,288,996,98,1157576400.0
3.54,144,18376,1022,1091653200.0
3.90,372,4844,506,1020286800.0
3.43,165,7,1,625874400.0
3.85,180,134,5,410220000.0
3.98,0,2,0,578782800.0
4.03,416,1254,63,1044050400.0
3.55,304,1398,105,1007416800.0
3.78,238,2584,153,1044309600.0
3.91,233,83,4,857167200.0
3.61,192,989,82,1026162000.0
3.78,245,9941,462,1070316000.0
3.65,272,8517,372,1148936400.0
3.74,228,12491,267,767739600.0
3.60,104,4,0,1021064400.0
3.74,298,37,5,788911200.0
3.89,512,190,8,1053982800.0
3.96,688,23344,267,1062018000.0
3.98,408,9477,313,710456400.0
3.95,358,1806,27,922568400.0
4.02,512,8257,793,978300000.0
4.10,408,4746,298,843944400.0
3.48,143,140,5,536364000.0
4.19,382,45954,1297,1156798800.0
4.17,224,255,28,1154379600.0
3.42,368,65202,3943,1146517200.0
3.87,0,24,1,1027890000.0
4.05,568,12235,306,746830800.0
4.04,640,4947,119,1075932000.0
3.25,192,12,1,928184400.0
4.02,675,13383,235,936133200.0
3.83,202,4825,148,1020200400.0
4.05,749,13265,163,968706000.0
3.72,224,39,6,988923600.0
3.93,581,1882,155,1081285200.0
3.89,326,10702,366,1159822800.0
4.05,385,11134,418,868309200.0
4.14,368,1523,23,1127163600.0
4.26,939,24108,822,905806800.0
3.54,126,93,14,996613200.0
4.18,1139,15616,913,884383200.0
4.18,32,6935,389,652395600.0
3.90,261,3668,419,1141682400.0
3.80,218,44,2,901918800.0
4.49,709,26794,278,1062363600.0
4.47,709,874,57,1064955600.0
3.72,391,1459,242,1165874400.0
3.94,432,501,36,757548000.0
4.00,320,63,11,1096578000.0
3.58,5,81,19,1084914000.0
4.18,54,584,34,912463200.0
3.74,272,1307,178,1031950800.0
0.00,222,0,0,820447200.0
4.33,214,3479,211,801435600.0
4.33,214,33,7,846018000.0
4.43,296,2561,120,974325600.0
4.36,232,229,22,367189200.0
4.42,159,482,47,1037484000.0
4.12,532,1409369,27884,1044309600.0
4.21,0,19,4,597880800.0
3.95,256,1511,104,975621600.0
4.22,454,249,39,652136400.0
3.93,272,845,57,950220000.0
3.89,272,889,62,960411600.0
4.21,958,37064,1028,853279200.0
4.38,368,99,11,975967200.0
4.25,438,3994,212,1101074400.0
4.09,424,2534,80,982879200.0
4.21,333,63813,4347,1093899600.0
3.97,366,14183,398,946936800.0
3.92,374,1023,164,1175374800.0
4.31,174,13,2,804546000.0
4.03,243,238,29,1030482000.0
3.95,362,37,1,889480800.0
3.72,309,104,8,1149109200.0
4.07,416,8741,306,684709200.0
3.78,495,44,4,1111615200.0
4.00,352,481,45,1096318800.0
3.87,358,1341,88,1123448400.0
3.80,432,6550,337,1157403600.0
3.80,391,29,7,1119906000.0
3.67,160,48,12,1159650000.0
3.31,24,22,4,1165874400.0
4.24,320,9944,846,1155589200.0
4.30,32,15,3,1149109200.0
3.53,414,224,37,1156107600.0
3.87,32,37,9,1149109200.0
4.37,288,121,5,904597200.0
4.03,288,11150,794,914882400.0
3.88,442,1225,181,1168293600.0
3.22,275,589,40,698536800.0
3.22,256,399,25,708814800.0
3.51,262,410,34,703371600.0
3.66,208,52688,2463,1167084000.0
3.90,40,547,185,1141164000.0
3.78,520,5695,87,1103580000.0
4.04,35,309,45,980978400.0
4.07,208,1327,149,987714000.0
3.85,362,199,19,949356000.0
3.82,640,7,1,1119214800.0
4.06,384,311,39,1131660000.0
3.45,304,1054,145,1110232800.0
3.82,461,1452,63,958338000.0
3.67,401,535636,17550,1148936400.0
4.02,256,361,35,392677200.0
3.81,161,167,9,507592800.0
3.79,180,148,17,489013200.0
3.93,432,9646,273,809902800.0
4.41,784,2948,144,1036447200.0
4.20,464,212,18,930776400.0
3.40,6,43,15,1156712400.0
3.93,224,363,50,965077200.0
4.05,84,661,34,441756000.0
4.12,782,158,11,1141077600.0
3.32,364,13,7,1114894800.0
3.35,480,8263,624,1149454800.0
3.78,432,47625,186,1100296800.0
3.74,527,16116,698,1065387600.0
3.89,324,2021,78,643755600.0
3.85,256,218,26,811112400.0
4.01,368,1035,34,255132000.0
3.99,144,994,35,1013119200.0
3.80,208,311,27,1096318800.0
4.06,288,224,5,301438800.0
4.28,271,303,44,1408482000.0
3.97,273,235924,5869,1105394400.0
3.80,224,316,12,978300000.0
3.97,5,72,22,1054414800.0
3.83,379,729,78,915228000.0
3.91,364,10836,613,1003784400.0
3.73,933,1517,235,954367200.0
4.00,272,1693,76,1151701200.0
3.55,162,30,6,1030827600.0
4.07,761,1149,147,1101333600.0
4.07,24,54,11,1122238800.0
4.08,236,1379,56,1133560800.0
4.07,592,820,92,989010000.0
3.68,513,59097,2709,1161637200.0
4.13,544,4866,78,1160341200.0
3.56,344,6352,861,1144702800.0
4.41,969,638766,16535,1022533200.0
3.32,178,24611,1970,1140386400.0
3.54,44,3035,167,1151701200.0
3.97,605,73145,1519,1130796000.0
3.95,2,168,10,746830800.0
3.98,576,257466,3768,1130796000.0
3.82,890,117901,2028,1109541600.0
4.00,11,56,9,1107813600.0
3.78,128,1369,101,1036101600.0
4.22,16,357,107,1122930000.0
3.78,304,50,2,893970000.0
4.23,404,22,5,1114894800.0
3.93,0,156,9,744152400.0
3.71,432,197993,2816,1149541200.0
3.71,320,155020,1513,841525200.0
3.83,251,53,2,922827600.0
4.01,688,46428,1220,1064869200.0
4.15,478,6471,44,990392400.0
4.00,326,1290,84,286668000.0
4.16,370,429510,7051,594338400.0
4.11,704,62529,494,844117200.0
4.16,368,129,13,1017093600.0
3.96,253,2707,192,938725200.0
3.93,761,308,20,799275600.0
3.77,411,178403,2088,992379600.0
4.15,346,14157,610,738882000.0
4.11,1099,6164,142,1168293600.0
3.85,265,25312,1223,1105999200.0
3.82,96,1502,167,1113685200.0
3.87,320,235,19,901573200.0
3.67,240,1317,106,1021582800.0
4.12,496,1278,74,854402400.0
3.93,351,93,8,978300000.0
4.12,476,10,3,825372000.0
4.19,264,20145,530,1002574800.0
4.19,275,247,13,1243803600.0
3.94,96,54,2,841525200.0
3.84,48,60,7,1085346000.0
4.06,576,675,41,1040162400.0
3.99,464,22,6,1046642400.0
3.78,544,43,3,1124398800.0
3.72,286,398,63,1071439200.0
4.16,640,48,8,1088629200.0
3.80,368,2992,163,879285600.0
3.68,352,1219,67,953848800.0
3.02,464,106,9,1057006800.0
3.36,445,2631,100,879285600.0
3.52,576,6166,399,879285600.0
3.91,96,61,1,993502800.0
3.68,242,21634,1660,892501200.0
3.53,409,2828,459,1078178400.0
3.53,508,47,10,1177966800.0
3.93,736,1170,82,967496400.0
3.89,320,1680,117,1062622800.0
4.00,16,5,1,715294800.0
3.54,276,11429,979,1146517200.0
3.96,112,155,13,913154400.0
3.96,104,46,1,913154400.0
3.91,384,326,66,1153170000.0
3.56,200,7290,387,1078351200.0
3.33,272,5546,342,892587600.0
4.17,402,490,35,926888400.0
3.72,229,659,85,1141941600.0
3.96,512,421,33,894920400.0
4.17,556,279,32,913845600.0
4.00,644,197,15,926024400.0
3.81,336,138,8,1143496800.0
3.80,8,290,65,1146430800.0
3.80,336,174,30,381362400.0
4.15,563,6187,669,667778400.0
4.07,438,3010,244,699400800.0
4.22,576,608,59,1153774800.0
4.09,345,2595,350,691538400.0
4.10,234,1553,113,1018299600.0
4.19,496,88,8,878335200.0
4.13,736,694,39,1164664800.0
4.30,58,5379,544,946677600.0
4.17,179,7,1,1162332000.0
4.17,256,223,22,751755600.0
4.12,814,15468,548,889394400.0
3.54,312,863,121,1146430800.0
3.89,352,2246,166,1032123600.0
3.97,341,139,17,996526800.0
3.78,176,13257,1240,1097010000.0
3.43,130,30067,2166,946677600.0
4.08,752,84,4,1362088800.0
3.78,336,5980,171,1068069600.0
3.96,112,1052,36,1183237200.0
4.14,720,2961,116,891896400.0
4.11,675,113315,2833,1176152400.0
4.07,864,2664,78,865371600.0
3.94,896,2507,140,1127768400.0
4.16,275,39822,2297,950565600.0
3.94,454,652,109,1099864800.0
3.74,384,805,36,1109628000.0
3.67,340,1926,314,1188853200.0
3.69,220,95,4,612651600.0
4.19,320,21292,756,1161637200.0
3.60,453,39611,2473,796683600.0
3.50,416,108646,5039,1161637200.0
3.58,400,42046,2564,986072400.0
3.54,369,46383,2502,1025557200.0
3.20,346,27590,1838,1001883600.0
3.82,434,67431,3066,1028149200.0
4.01,512,244774,8841,1156798800.0
4.07,423,986711,29652,1107208800.0
3.86,356,208001,4972,1157058000.0
4.41,320,685,36,959806800.0
4.10,197,113593,6830,1159218000.0
3.98,340,180,25,1136412000.0
4.19,40,0,0,1144702800.0
3.79,128,24,2,522018000.0
3.91,352,1667,57,1106604000.0
4.23,850,673350,34690,1122325200.0
4.44,980,105950,3992,1156798800.0
3.43,144,126,17,987541200.0
4.27,1443,128901,5294,1125349200.0
3.93,346,5,0,1139868000.0
4.32,743,1088,118,709938000.0
3.85,254,54,5,1167084000.0
3.88,348,25,2,1162332000.0
3.87,352,80,2,885506400.0
3.84,352,95,3,877640400.0
3.71,231,1003,101,980373600.0
4.42,1180,199,13,1144270800.0
3.94,507,47794,1920,665186400.0
4.44,1110,90,7,780958800.0
4.09,320,1017,64,737672400.0
3.86,320,1457,117,-375062400.0
4.10,371,1253,68,-280368000.0
4.39,870,198818,8130,997131600.0
4.35,880,141771,5455,997131600.0
4.08,577,11433,478,930603600.0
3.70,368,32446,1345,1128373200.0
4.23,864,2384,323,762645600.0
3.91,624,536,60,867013200.0
3.86,160,183,26,636242400.0
4.30,288,1103,50,992552400.0
4.03,336,8614,242,957128400.0
4.16,321,91695,1731,1150750800.0
4.05,548,176,12,368139600.0
4.17,762,20,3,524869200.0
3.85,207,91755,3246,984607200.0
3.67,628,9780,591,1036360800.0
4.12,590,8333,874,1151528400.0
4.12,534,1475,156,976658400.0
4.06,112,140,8,866494800.0
3.75,268,3240,130,1164664800.0
3.81,744,8156,366,1046296800.0
4.16,537,199,5,1131573600.0
3.79,295,12998,589,1086555600.0
3.68,400,3912,209,1086555600.0
3.72,148,7888,366,1075672800.0
4.18,372,1775,47,7164000.0
3.90,304,8311,449,657151200.0
3.80,72,1843,143,665359200.0
4.18,348,1392,40,38613600.0
3.99,214,4808,550,657410400.0
4.23,292,147,25,1088629200.0
3.86,535,452,36,1158181200.0
4.06,48,0,0,1092258000.0
4.14,64,0,0,1032296400.0
4.18,320,387,30,1467234000.0
3.59,123,27,1,536536800.0
3.87,272,19422,2077,1086642000.0
4.41,432,4357,707,1153774800.0
4.03,352,4929,369,1104789600.0
3.81,384,1051,47,1009836000.0
3.57,375,186,16,891464400.0
3.57,298,57,9,341618400.0
3.57,432,174,9,320709600.0
4.26,31,202,24,1098738000.0
4.26,766,1131,53,1129323600.0
4.32,227,7665,664,1429563600.0
4.32,191,240060,5828,833576400.0
4.22,224,116834,4746,983829600.0
4.22,172,96,12,189295200.0
3.69,276,204,28,960584400.0
4.04,265,28,1,862347600.0
4.14,208,957,72,816300000.0
3.90,318,1458,108,911080800.0
3.87,81,12576,975,1142892000.0
3.94,320,503,36,791503200.0
3.84,109,7332,465,1142892000.0
4.15,464,954,63,845931600.0
3.57,288,15,1,1096491600.0
3.57,254,56,5,1062363600.0
3.83,469,225,16,901918800.0
4.04,206,506,52,1147726800.0
3.99,300,726,50,936133200.0
3.63,304,18032,1144,1128373200.0
4.17,112,22,3,976485600.0
4.20,272,1120,104,-218246400.0
4.20,272,67,5,-218246400.0
3.92,528,13010,771,983397600.0
4.10,576,184,18,930776400.0
3.93,432,1417,115,983397600.0
3.63,270,1846,159,536882400.0
3.76,320,604,48,217116000.0
4.23,576,1045,38,836168400.0
4.07,512,2043,209,837982800.0
4.20,480,1114,43,1248210000.0
4.19,512,1493,69,837982800.0
3.73,204,3682,319,217116000.0
4.34,672,1066,52,839970000.0
3.40,224,305,31,1293746400.0
3.43,192,314,14,1046469600.0
3.46,342,2532,149,746830800.0
3.68,291,1067,61,1029704400.0
4.02,600,16116,894,699400800.0
3.68,243,1,0,1004479200.0
3.90,884,15742,714,654728400.0
4.18,709,36728,1229,899240400.0
3.71,464,5855,264,738882000.0
3.66,397,61,17,-168307200.0
3.83,462,1444,68,1104962400.0
4.03,296,248676,12203,968706000.0
3.95,353,68918,3022,1018299600.0
4.16,64,37851,597,1096664400.0
3.97,167,1756,72,546728400.0
3.75,196,4085,181,1117486800.0
4.15,274,27802,507,975621600.0
4.22,379,34,4,712616400.0
4.06,224,9606,258,587336400.0
4.25,151,4494,160,1090184400.0
4.62,48,23,4,678315600.0
3.77,252,11174,465,404514000.0
3.75,224,7580,452,1104789600.0
3.83,360,660,58,1161032400.0
4.06,337,73894,2763,1086642000.0
4.03,216,132233,5507,1125954000.0
4.39,232,12613,392,504914400.0
3.81,229,428,54,702594000.0
3.81,229,1338,128,1086642000.0
3.93,174,47998,2479,1017954000.0
3.93,174,3552,361,1086642000.0
3.93,174,457,49,557442000.0
3.93,189,709,94,1115413200.0
3.93,431,11,0,856389600.0
3.93,320,15795,447,1086642000.0
4.24,912,12,1,1114722000.0
4.17,606,40927,1671,1091480400.0
3.77,400,9031,1555,1128373200.0
3.66,320,249,29,1064178000.0
3.77,560,286,37,1059685200.0
3.77,454,21451,778,973029600.0
3.90,1346,58,11,1030309200.0
3.99,352,3840,318,907189200.0
4.11,573,314,14,949356000.0
3.90,184,9,0,1049662800.0
3.82,428,5889,300,-523411200.0
3.94,293,834,54,978300000.0
4.20,268,3,0,1112734800.0
3.97,197,28,3,544222800.0
3.91,243,42509,738,1112648400.0
4.42,345,8370,143,1159650000.0
4.44,342,8874,174,1154379600.0
4.43,346,8158,146,1172095200.0
4.32,337,10722,354,1167602400.0
4.45,384,13180,288,1062363600.0
4.49,640,718,36,1160427600.0
4.50,400,12509,271,1088629200.0
4.38,384,25248,859,1027285200.0
4.41,358,9804,172,1127422800.0
4.46,344,12550,201,1079906400.0
4.42,544,18280,772,968706000.0
4.30,416,1651,107,954795600.0
4.11,157,4455,232,747954000.0
4.28,230,21895,894,614120400.0
4.08,240,2398,175,812062800.0
3.82,196,7772,826,1107727200.0
3.98,304,22828,1304,948319200.0
4.11,576,1227,79,778798800.0
4.24,356,24862,1443,936392400.0
4.37,510,866,103,1161032400.0
4.01,448,135,11,877989600.0
3.81,368,170,31,1073340000.0
4.07,297,14,3,703803600.0
4.20,295,445206,9643,1080766800.0
3.49,213,806,61,1157403600.0
3.86,487,6995,378,833576400.0
4.15,368,11255,499,1131400800.0
4.16,384,6224,339,873838800.0
4.08,416,2222,120,873838800.0
4.21,369,32785,2398,1047333600.0
3.90,999,63,7,1055019600.0
4.25,410,19,0,962830800.0
3.81,357,0,0,763682400.0
3.33,436,3,0,1037743200.0
3.71,464,6,0,780958800.0
4.17,672,3,0,980978400.0
3.85,992,36303,439,1053550800.0
3.80,580,1108,89,965077200.0
4.28,956,147,23,549493200.0
3.90,496,9111,231,673045200.0
3.93,400,4849,228,744152400.0
3.92,416,3226,143,717886800.0
4.06,603,8741,326,650667600.0
3.89,432,2242,96,717886800.0
4.35,580,17540,1740,704667600.0
3.87,538,5725,147,575845200.0
4.28,956,46244,2540,549493200.0
3.64,400,21063,460,999291600.0
4.47,281,291,7,1162159200.0
4.44,592,207869,4570,841525200.0
3.63,688,136312,1617,1014933600.0
3.92,376,252,14,915141600.0
4.25,80,29670,974,945640800.0
4.07,66,34392,275,396997200.0
4.33,384,1118,142,999291600.0
4.22,659,978535,15105,331246800.0
4.24,496,192,9,1146171600.0
3.77,469,110131,1282,655246800.0
3.42,272,62,9,1185915600.0
3.59,264,1997,184,949356000.0
3.63,66,11649,270,1020200400.0
4.11,692,1098,84,497221200.0
4.00,424,737,119,999550800.0
4.32,96,1436,24,517957200.0
4.34,613,64,3,521326800.0
3.84,350,54,13,1128114000.0
4.29,821,315,20,900450000.0
4.25,690,475,39,1128114000.0
4.17,299,77,3,860965200.0
4.31,732,14009,483,971730000.0
4.27,256,3737,283,1520287200.0
4.19,84,9140,224,895525200.0
3.92,402,1516,60,1063832400.0
4.17,384,1163,64,894834000.0
3.67,224,453,24,1058994000.0
3.72,239,165,16,539128800.0
3.58,182,821,131,1147122000.0
3.92,432,47156,3007,889048800.0
3.81,323,4996,325,941493600.0
3.85,451,6993,482,839278800.0
3.91,336,3192,195,839278800.0
4.26,1520,1512,148,813877200.0
3.17,320,3490,410,1149541200.0
3.98,640,811,55,1067896800.0
3.45,272,2001,150,841093200.0
3.57,302,14,2,1319144400.0
3.97,608,13361,395,841093200.0
4.02,32,92,5,257551200.0
3.68,448,132,19,1120510800.0
3.76,256,949,128,1072130400.0
3.45,368,330,36,1055797200.0
3.69,496,467,31,1072130400.0
3.83,388,449,83,1096578000.0
4.27,693,12270,529,958424400.0
3.79,356,11930,973,1152565200.0
3.91,466,6352,425,1152565200.0
3.46,161,6994,431,964558800.0
3.56,282,7,0,1159650000.0
3.83,254,34,4,1083877200.0
3.85,687,413,45,1167602400.0
4.30,669,2896,46,671835600.0
4.14,398,5170,154,758325600.0
4.22,547,44,6,631231200.0
4.21,160,373,18,464216400.0
4.21,276,602,30,833576400.0
3.86,224,25,1,856735200.0
3.65,292,7,0,764888400.0
3.47,226,3334,514,861051600.0
4.07,472,32,7,1064264400.0
3.88,384,25422,1410,986418000.0
3.82,219,34723,4489,1099260000.0
3.78,399,1614,212,1156798800.0
4.03,268,2228,241,1101765600.0
3.87,320,55821,2523,928184400.0
3.43,454,3683,238,744930000.0
3.41,112,300,24,1136844000.0
3.24,128,7201,500,1012860000.0
3.90,520,51267,1195,404082000.0
3.90,428,217,26,410133600.0
3.90,597,301,19,441756000.0
3.90,457,18,3,809902800.0
3.23,288,2662,290,1161032400.0
3.71,576,2686,230,1158008400.0
3.76,436,2115,116,909871200.0
3.80,528,912,97,1158008400.0
3.55,464,3510,357,1156194000.0
3.46,292,1168,129,1157058000.0
3.34,181,6028,821,841525200.0
3.85,451,128,9,841870800.0
3.87,384,397,40,1125349200.0
3.83,332,54,4,1066251600.0
3.57,90,21191,1162,1050354000.0
3.96,359,16021,594,1057006800.0
1.00,134,2,0,1124053200.0
4.17,288,0,0,833922000.0
4.25,162,317,40,967755600.0
3.97,480,86,5,1088629200.0
3.69,567,566,33,986418000.0
4.04,96,398,51,1169503200.0
3.83,327,0,0,1138744800.0
3.66,224,7,0,237070800.0
3.76,352,6152,257,1054587600.0
3.81,336,1746,184,1152565200.0
4.11,1207,87816,2577,1099519200.0
3.53,272,1481,118,825631200.0
3.84,586,14789,756,1159822800.0
3.76,288,2721,135,1073340000.0
4.19,793,96,10,1168466400.0
4.19,444,25866,637,1145912400.0
3.89,480,6236,369,1182805200.0
4.05,436,79710,3479,1094504400.0
4.09,495,21556,653,1117486800.0
4.08,414,767,44,1085605200.0
4.13,528,777,48,1098738000.0
4.15,468,37400,1136,1096318800.0
3.51,122,2525,112,473378400.0
4.12,231,707,97,1155589200.0
4.02,288,3033,241,938725200.0
4.21,430,530,35,305931600.0
3.89,346,2015,136,752104800.0
4.37,128,112,9,1299103200.0
3.75,220,267,14,105051600.0
3.75,299,898,48,821656800.0
3.46,352,17,3,1045432800.0
3.96,165,1951,77,823125600.0
4.34,656,843,30,1092690000.0
4.15,320,9227,256,694216800.0
4.04,147,53697,1772,673563600.0
4.19,334,134,5,1137362400.0
4.20,288,2448,104,809643600.0
4.09,206,516,71,899240400.0
4.37,892,420,34,873061200.0
4.11,134,251,19,907362000.0
4.02,434,15363,560,1149109200.0
4.21,499,20051,759,886370400.0
4.20,496,17025,436,1036101600.0
3.92,343,10878,342,988664400.0
4.21,655,24,2,1014933600.0
3.92,80,59,3,987627600.0
3.17,280,78,10,1230760800.0
3.77,384,31,2,1151355600.0
4.22,928,3,0,1124053200.0
3.65,361,1876,161,942271200.0
3.48,208,34,2,958078800.0
3.76,288,14,0,95119200.0
3.31,128,123,16,1150146000.0
4.19,940,264,21,1030309200.0
4.02,432,1123,99,1162245600.0
3.98,90,313,23,978300000.0
4.41,1050,128,11,1030309200.0
3.91,313,906,132,1127163600.0
3.67,96,181,26,1162245600.0
3.25,192,18,0,830293200.0
3.84,362,1539,90,282434400.0
3.77,224,284,33,1135980000.0
4.25,384,5036,582,1186434000.0
4.25,318,104,14,1114376400.0
4.23,464,11067,187,979509600.0
3.76,368,2284,169,1032210000.0
4.07,142,13578,404,999291600.0
4.23,256,224,35,100648800.0
4.16,114,75,4,663976800.0
4.01,160,877,27,458686800.0
4.36,704,3679,148,688946400.0
4.06,315,285,26,841525200.0
4.14,208,2027,38,-157766400.0
4.07,179,32178,734,1013119200.0
4.00,408,4,0,936133200.0
3.83,124,1751,74,804718800.0
4.00,128,3,0,1143838800.0
4.04,160,5524,106,758325600.0
4.11,105,175,9,758412000.0
3.50,252,17,3,1136671200.0
3.95,224,2935,63,804373200.0
3.85,96,214,18,796856400.0
4.03,272,6185,108,1101765600.0
4.10,176,3852,106,715294800.0
3.91,80,650,21,1121029200.0
3.74,200,7,0,486421200.0
4.09,248,1979,94,1164060000.0
3.94,416,18737,1081,1028149200.0
3.91,120,6746,178,1139868000.0
4.18,336,4967,105,452206800.0
4.15,92,79,6,1017608400.0
4.06,476,6115,752,1130796000.0
4.06,479,522,80,989874000.0
3.79,267,33,3,913672800.0
4.27,32,252,53,1122238800.0
4.11,80,1136,224,1127682000.0
3.96,504,369,22,1170021600.0
4.25,347,10455,660,1116363600.0
3.96,400,312,26,1165874400.0
3.90,192,342,23,1438549200.0
4.15,604,7927,543,635378400.0
4.00,368,767,59,637624800.0
4.28,762,97,7,218930400.0
3.62,455,21925,838,973548000.0
3.90,304,589,20,1042668000.0
4.40,32,9205,322,1001278800.0
4.25,607,1392,67,1017608400.0
3.88,342,731,69,1161032400.0
4.28,49,33928,251,735166800.0
4.32,1036,6188,51,812494800.0
4.11,514,259,31,953071200.0
4.08,424,1596,36,815090400.0
3.98,107,235224,2409,-539136000.0
3.98,192,3458,337,1095368400.0
3.58,236,61,6,1082408400.0
3.29,96,0,0,1026680400.0
3.70,88,10,0,-157420800.0
3.90,122,2085,179,1043877600.0
4.50,328,2,2,1306011600.0
4.14,112,280,19,1096578000.0
4.32,608,109,23,878162400.0
3.98,82,234,21,-293328000.0
3.86,8,42,7,1150318800.0
4.50,224,4,1,849391200.0
4.09,128,316,22,1064869200.0
4.31,608,642,46,766530000.0
3.80,160,5966,211,980373600.0
3.87,565,100,8,441756000.0
4.28,512,6775,217,874357200.0
3.45,342,11,3,599608800.0
3.43,272,5,0,704667600.0
3.63,312,15,4,-1104537600.0
4.25,336,4,1,1129237200.0
3.40,279,609586,10402,1046296800.0
3.40,241,5503,220,969310800.0
3.40,400,1373,68,1083358800.0
3.40,224,109,8,1152824400.0
3.40,538,534,11,1122930000.0
3.40,240,10,0,988491600.0
3.98,92,210,20,801954000.0
4.21,396,64,4,975621600.0
4.11,862,3227,76,980373600.0
4.01,240,48651,1115,1046296800.0
4.18,292,818,26,879372000.0
4.21,32,61,7,1075586400.0
4.01,608,6799,483,1031605200.0
4.33,205,0,0,796600800.0
3.96,366,12431,1330,920239200.0
3.96,383,2,0,954536400.0
3.96,445,3,0,987627600.0
3.88,197,25608,1318,1064955600.0
4.04,479,5013,332,896907600.0
3.75,240,2738,252,1067637600.0
3.88,640,89,15,1157403600.0
3.90,485,3255,353,1161637200.0
4.47,416,182,11,1225749600.0
4.02,656,309,39,1160427600.0
3.96,214,2940,124,629848800.0
4.38,285,1763,20,1154379600.0
4.23,453,21561,876,1147813200.0
3.92,811,2121,247,1133388000.0
4.43,288,24,4,1028149200.0
3.85,546,335,26,1185915600.0
4.14,278,824,59,1004997600.0
3.93,304,565,118,1143496800.0
4.07,384,502,43,876776400.0
3.82,256,83,8,1239656400.0
4.26,380,179,16,1004479200.0
3.92,355,884,74,626220000.0
3.85,390,5875,401,1164664800.0
4.01,1056,1719,133,465080400.0
3.52,339,24,3,402267600.0
4.04,711,4025,265,902264400.0
3.93,644,11131,751,1160427600.0
4.20,896,777,45,936738000.0
